h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,label
0,0,0,0,0,100,0,0,0,0,0,0,0,0,1.927,12.049,83.977,2.0471,0,0,0,0,0,0,0,0,27.519,65.848,6.6333,0,0,0,0,0,0,0.030303,0.24242,0.72727,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20.644,72.69,6.666,0,0,0,0,0,0,0,0,31.445,58.46,10.094,0,0,0,0,0,0,0.95745,0.042553,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,18.237,74.488,7.2752,0,0,0,0,0,0,0,0,22.559,74.821,2.6205,0,0,0,0,0,0,0.97727,0.022727,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,2.3457,23.664,67.383,6.6077,0,0,0,0,0,0,0,0,21.44,67.207,11.354,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.89956,18.666,73.991,6.4432,0,0,0,0,0,0,0,0,31.631,63.518,4.8506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,6.1809,82.39,11.429,0,0,0,0,0,0,0,0,18.016,81.984,0,0,0,0,0,0,0,0.95122,0.04878,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.70746,9.6869,83.971,5.635,0,0,0,0,0,0,0,0,19.552,77.007,3.4406,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,12.824,69.494,17.682,0,0,0,0,0,0,0,0,28.664,71.336,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3.6138,76.743,19.643,0,0,0,0,0,0,0,0,16.317,82.545,1.138,0,0,0,0,0,0,0.98148,0.018519,0,0,0,1,0,0,0,0,1,0,0,0
0.54921,0.54921,0,0,0.54921,98.352,0,0,0,0,0,0,0,0,0.54921,3.7323,80.368,14.801,0,0.54921,0,0,0,0,0,1.0984,16.628,80.257,1.4675,0.54921,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,4.5826,95.417,0,0,0,0,0,0,0,0,8.835,5.9871,77.707,4.6382,2.8323,0,0,0,0,0,0,0,14.1,60.817,17.668,7.4149,0,0,0,0,0,0.085714,0.22857,0.68571,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,4.5303,95.47,0,0,0,0,0,0,0,0,3.601,5.8931,80.769,3.8437,5.8931,0,0,0,0,0,0,0,3.601,81.245,9.3195,5.8342,0,0,0,0,0,0.022727,0.52273,0.45455,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,2.7988,97.201,0,0,0,0,0,0,0,0,5.3873,5.1239,83.158,5.179,1.1514,0,0,0,0,0,0,0,15.284,74.759,6.0062,3.9502,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,4.7987,95.201,0,0,0,0,0,0,0,0,12.868,2.6474,69.15,7.8881,7.4461,0,0,0,0,0,0,0,4.3201,67.767,16.888,11.024,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,7.35,92.65,0,0,0,0,0,0,0,0,10.322,4.8378,65.725,13.954,5.1611,0,0,0,0,0,0,0,0,61.105,22.43,16.466,0,0,0,0,0,0.68852,0.098361,0.21311,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,13.299,71.806,11.087,3.808,0,0,0,0,0,0,0,0,79.433,18.972,1.5951,0,0,0,0,0,0,0.325,0.675,0,0,1,0,0,0,0,1,0,0,0
