h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,label
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.83339,17.029,80.739,1.3983,0,0,0,0,0,0,0,0,22.499,62.1,15.4,0,0,0,0,0,0,0.060606,0.21212,0.72727,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,18.002,80.529,1.4683,0,0,0,0,0,0,0,0,25.946,66.444,7.6097,0,0,0,0,0,0,0.90196,0.078431,0.019608,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,15.306,78.711,5.9829,0,0,0,0,0,0,0,0,19.515,77.924,2.5614,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,1.6103,18.84,77.578,1.9714,0,0,0,0,0,0,0,0,17.8,69.258,12.942,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.52959,12.202,85.196,2.0723,0,0,0,0,0,0,0,0,29.391,61.812,8.7972,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,5.5528,89.776,4.6711,0,0,0,0,0,0,0,0,18.6,81.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.78792,9.7495,86.533,2.9295,0,0,0,0,0,0,0,0,18.028,76.446,5.526,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,99.514,0,0,0,0.4857,0,0,0,0,0,7.1948,81.206,11.599,0,0,0,0,0,0,0,0,20.697,78.464,0.35321,0.4857,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,99.258,0,0,0,0,0.74174,0,0,0,0,5.177,82.914,11.167,0.74174,0,0,0,0,0,0,0,16.515,82.001,0.74174,0.74174,0,0,0,0,0,0.98507,0.014925,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0.52134,95.67,0,0,0,2.0775,1.731,0,0,0.52134,0.52134,1.8655,80.82,14.541,1.731,0,0,0,0,0,0,0,13.781,80.679,1.731,3.8086,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,2.9254,97.075,0,0,0,0,0,0,0,0,5.6377,10.77,75.596,4.9316,3.0645,0,0,0,0,0,0,0,20.287,54.653,19.07,5.9898,0,0,0,0,0,0.027778,0.38889,0.58333,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,3.5889,96.411,0,0,0,0,0,0,0,0,0.90524,14.917,68.18,10.883,5.1147,0,0,0,0,0,0,0,22.859,56.303,15.654,5.1837,0,0,0,0,0,0,0.52778,0.47222,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,2.2107,97.789,0,0,0,0,0,0,0,0,0.80157,22.607,66.319,8.6701,1.6031,0,0,0,0,0,0,0,15.127,57.057,24.002,3.8138,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,3.3784,96.622,0,0,0,0,0,0,0,0,4.8764,13.82,66.148,6.6553,8.5012,0,0,0,0,0,0,0,15.016,55.125,17.619,12.24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,4.3893,95.611,0,0,0,0,0,0,0,0,3.0093,10.681,64.535,12.918,8.8559,0,0,0,0,0,0,0,18.822,58.954,8.4192,13.805,0,0,0,0,0,0.68571,0.085714,0.22857,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1.0026,98.997,0,0,0,0,0,0,0,0,1.0026,9.1629,77.329,6.9429,5.5628,0,0,0,0,0,0,0,27.836,51.048,16.72,4.3964,0,0,0,0,0,0.051282,0.15385,0.79487,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,2.1043,97.896,0,0,0,0,0,0,0,0,0.98912,9.42,74.607,8.1332,6.8504,0,0,0,0,0,0,0,25.904,60.481,8.2434,5.3715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,10.287,76.333,8.9582,4.4224,0,0,0,0,0,0,0,16.535,71.014,10.813,1.6383,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1.0466,98.953,0,0,0,0,0,0,0,0,1.8899,5.8761,88.339,3.8954,0,0,0,0,0,0,0,0,18.039,70.974,9.4776,1.5097,0,0,0,0,0,0.97561,0.02439,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,98.851,0,0,0,1.1486,0,0,0,0,0,1.9041,88.533,9.5628,0,0,0,0,0,0,0,0,13.373,84.464,1.0139,1.1486,0,0,0,0,0,0.97333,0.026667,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1.1297,98.87,0,0,0,0,0,0,0,0,0.60878,1.4901,90.941,6.96,0,0,0,0,0,0,0,0,17.139,75.476,3.6863,3.6984,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4.178,4.3078,11.859,5.9183,13.06,25.849,10.051,7.4979,6.6572,7.4938,3.1287,8.4054,7.8163,7.9004,7.9703,7.5335,13.236,11.585,7.3757,9.5899,7.0414,11.546,8.6889,11.092,6.5664,5.7076,6.7797,4.276,11.242,5.3035,11.033,13.649,15.661,0.097826,0.71739,0.16304,0.021739,0,0,0,0.92391,0.076087,0,0,0.21739,0.78261,0,0,0
3.1166,0.95901,0.47951,0,1.5182,88.481,0,0,0,1.9977,3.4479,0,0,3.1963,4.1553,1.5182,74.354,10.451,3.4479,2.3975,0.47951,0,0,0.47951,0.47951,0.95901,13.503,75.686,3.9274,4.9661,0,0,0,0,0,0.96739,0.032609,0,0,0,1,0,0,0,0,1,0,0,0
3.9589,5.2503,11.704,9.231,16.709,24.304,11.818,3.7184,4.0456,5.4759,3.7845,9.3498,6.5466,6.9888,7.4119,7.8827,12.623,9.0584,10.12,9.8699,8.2807,11.868,10.398,10.53,6.9513,7.0641,4.9217,6.0475,9.4894,8.4745,10.825,14.006,11.293,0.095238,0.25714,0.4381,0.20952,0,0,0,1,0,0,0,0.18095,0.81905,0,0,0
1.2098,0,0,0,0.39715,95.767,0,0,0,2.2291,0.39715,0,0,1.607,1.607,0.39715,90.13,5.8618,0.39715,0,0,0,0,0,0,0,13.288,82.771,0.90695,3.0341,0,0,0,0,0,0.98718,0.012821,0,0,0,1,0,0,0,0,1,0,0,0
1.017,0,7.7783,21.635,16.378,38.056,4.2915,4.4709,3.3924,0,2.9816,7.5341,4.6196,2.6806,7.9821,10.342,16.926,10.134,3.4625,13.875,13.036,9.4067,5.761,7.1784,3.8131,3.9403,2.9615,12.244,19.852,9.9348,15.948,9.3386,9.0279,0,0.90244,0.097561,0,0,0,0,1,0,0,0,0.02439,0.97561,0,0,0
0,0,0,0,0,99.438,0,0,0.5617,0,0,0,0,0,0,6.0804,85.966,7.392,0,0.5617,0,0,0,0,0,0,15.24,77.355,5.1551,1.6873,0,0.5617,0,0,0,0.94565,0.054348,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,99.513,0,0,0.48728,0,0,0,0.48728,0,0,6.0097,82.801,10.702,0,0,0,0,0,0,0,0,12.361,78.085,8.5625,0.50367,0,0.48728,0,0,0,0.93023,0.05814,0.011628,0,0,1,0,0,0,0,1,0,0,0
0.6651,7.0111,20.233,11.84,10.546,27.924,7.7085,5.988,4.048,2.2606,1.7763,15.473,7.0966,5.2375,5.8272,6.502,19.272,8.9452,10.474,5.6803,9.3865,6.1056,10.298,6.0544,4.2603,4.5566,11.833,8.3713,8.7742,8.3714,9.1968,16.18,12.104,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.2695,0,0,0,0,94.298,2.9118,0.51203,1.0088,0,0,0,0,1.7816,1.2695,3.823,77.292,14.825,0,1.0088,0,0,0,0.51203,0,2.9118,17.134,72.226,6.2075,0,0,1.0088,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7.1867,5.5684,11.91,10.896,14.484,17.946,11.359,4.3948,6.3549,6.4256,3.475,10.812,7.5353,6.2465,9.4671,6.3841,7.8298,6.8389,9.3229,14.067,8.3582,13.138,10.98,8.4451,9.0449,8.907,3.473,1.5111,4.8083,6.9362,14.752,12.369,18.773,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.4377,0.50134,0,0,95.919,0,0,3.142,0,0,0.4377,1.727,0.93904,0,8.7508,75.566,10.663,0,1.415,0,0.50134,0.50134,0,0.4377,0.4377,13.519,68.671,11.851,0.93904,0,3.6434,0,0,0,0.95181,0.048193,0,0,0,1,0,0,0,0,1,0,0,0
9.2941,9.8821,6.5938,6.6771,9.4053,31.56,9.2802,4.9927,3.5935,2.6472,6.0735,6.5521,5.709,9.1062,8.7733,6.2555,16.74,9.8334,8.0203,10.622,12.13,6.2581,6.5493,11.361,10.476,10.542,15.645,9.4022,8.5967,6.339,4.5509,8.8866,7.6521,0.071429,0.53571,0.26786,0.089286,0.035714,0,0,0.91071,0.089286,0,0,0.35714,0.64286,0,0,0
2.3538,0.84188,0,0.42094,1.2767,85.113,0,0,5.1126,2.3676,2.5137,2.1251,0,0.43477,0.43477,7.0389,66.082,16.891,2.5137,2.3538,2.1251,0,0,0.42094,0.84188,0,14.645,65.822,7.434,2.9485,1.9329,1.7042,4.2503,0,0,0.92727,0.072727,0,0,0,1,0,0,0,0,1,0,0,0
3.0665,1.6765,0.33095,0.5073,2.2986,84.525,0,0,1.3918,3.7507,2.4532,0.97122,0,1.6149,2.2768,4.9691,63.665,19.35,2.4532,3.3975,1.3022,0,0,0.83824,1.3455,0.66189,16.103,68.332,4.4401,4.6374,1.2354,0.46392,1.9424,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5.1796,3.5489,11.529,0.46892,4.9536,62.122,0.47912,0,6.0969,1.9498,3.6714,6.8814,2.8346,1.4212,3.4325,8.1615,37.208,21.198,3.0246,6.7785,2.9958,6.0638,4.5688,5.5967,5.3304,3.8893,15.791,39.825,10.877,3.8065,3.0269,5.1301,2.1586,0,0.04918,0.93443,0.016393,0,0,0,1,0,0,0,0,1,0,0,0
4.5076,5.24,4.3856,1.7833,4.7064,65.542,0.57725,0.28863,6.8663,1.467,4.6364,5.3519,0.44509,2.4165,2.497,9.6485,45.622,16.361,4.3304,4.7095,5.8008,2.8168,3.2099,3.5015,5.3337,2.5845,18.671,41.763,8.4185,4.959,1.704,3.8954,5.9602,0,0.031746,0.96825,0,0,0,0,1,0,0,0,0,1,0,0,0
3.8879,0,10.204,0.42556,3.8587,59.67,9.5318,0,11.15,0,1.2726,11.15,5.1605,5.7741,7.321,14.031,17.584,19.839,11.685,4.4839,0,2.9708,3.4331,4.4472,8.3339,9.6579,18.27,25.84,16.744,1.6982,1.4763,5.1605,4.9387,0,0,0.13559,0.20339,0.66102,0,0,1,0,0,0,0,1,0,0,0
3.4036,2.0724,14.372,1.9621,9.497,54.084,4.1172,0,8.2951,0,2.196,9.3046,4.0206,6.5361,7.325,12.877,22.252,17.012,6.3896,5.9808,2.2058,6.0964,5.839,5.9685,4.7229,7.0913,16.073,25.609,17.539,5.0032,1.9491,6.7294,3.4771,0,0.056338,0.59155,0.33803,0.014085,0,0,1,0,0,0,0,1,0,0,0
4.2063,3.8892,12.121,2.1808,11.112,44.766,2.6965,1.2751,12.195,0.65694,4.9021,7.1883,4.4331,3.8908,5.9057,8.2877,22.046,18.942,3.2832,8.4195,9.8519,7.7521,5.7792,9.0837,5.8904,3.8026,9.9628,19.547,15.98,8.4145,3.4464,13.691,4.4027,0.17647,0.77941,0.044118,0,0,0,0,1,0,0,0,0,1,0,0,0
8.1779,5.9968,1.1903,1.5317,3.6162,68.734,1.5564,0.33451,0,4.1443,4.7179,1.9753,0.44368,3.0766,6.1192,3.2557,53.41,13.904,5.4961,8.5946,3.0565,0.66902,1.0035,2.0529,4.3628,4.8243,17.409,51.455,6.9352,7.557,2.0058,0.66902,1.7253,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4.9395,4.4114,0.91126,0,3.4186,75.637,4.3878,0.53191,0,3.1103,2.6522,1.2944,1.2944,3.5673,8.7413,1.8935,57.99,14.51,3.9467,5.8507,0.91126,0,0,1.4432,2.2057,8.7992,14.002,58.691,7.4194,7.4401,0,0,0,0,0,0.98214,0.017857,0,0,0,1,0,0,0,0,1,0,0,0
9.4954,7.7825,4.0751,3.6915,6.0305,48.106,4.7654,2.8195,3.549,5.1776,4.5073,5.42,1.5883,7.1761,6.0753,5.6235,29.387,14.649,6.1058,9.4658,9.5691,4.9393,6.3246,5.098,7.822,7.4116,13.736,28.668,9.5857,5.8754,6.431,6.5276,2.5197,0,0.044776,0.95522,0,0,0,0,1,0,0,0,0,1,0,0,0
12.335,7.887,3.9151,3.6722,3.3865,43.886,7.2936,5.9442,3.1541,3.672,4.8541,5.1229,5.0427,9.392,8.7679,5.1484,28.903,11.907,8.4575,10.035,5.5496,1.674,4.8725,10.825,6.1506,8.8945,18.885,25.891,9.3875,4.6278,2.3633,3.3599,4.7417,0.16867,0.27711,0.50602,0.048193,0,0,0,0.95181,0.048193,0,0,0.14458,0.85542,0,0,0
2.94,2.7336,0.49063,0,2.935,81.93,3.9216,2.9592,1.6973,0.39248,0,1.5631,0.77809,4.8097,5.2743,7.0168,60.55,14.493,1.5631,2.0829,0,1.8694,1.8694,2.7579,2.1569,5.4778,14.968,60.042,7.1146,2.0468,0,1.7954,1.7713,0,0,0.97727,0.022727,0,0,0,1,0,0,0,0,1,0,0,0
2.0243,1.2959,3.0619,0,2.0243,82.941,2.4648,1.9,3.6207,0.66714,0,2.6302,1.6193,2.8993,1.3571,11.522,51.807,20.41,0.66714,1.3343,0,5.7533,5.0861,1.21,3.3202,5.095,9.8991,49.939,17.723,2.3564,0,4.014,1.3571,0,0,0.94565,0.054348,0,0,0,1,0,0,0,0,1,0,0,0
5.0415,5.7212,1.764,1.6577,4.4614,61.478,6.926,5.7,6.0412,1.2091,0,5.6496,4.285,4.5763,6.4293,5.6156,40.985,19.294,7.48,2.745,0.2936,2.6465,6.1346,8.0134,3.9412,7.2065,14.891,38.902,9.022,2.0275,0,2.6247,7.2374,0,0,0.95604,0.043956,0,0,0,1,0,0,0,0,1,0,0,0
