h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,label
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,29.412,68.897,1.6914,0,0,0,0,0,0,0,0,22.996,71.057,5.9474,0,0,0,0,0,0,0.0625,0.34375,0.59375,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,19.544,75.412,5.0435,0,0,0,0,0,0,0,0,23.284,70.188,6.5286,0,0,0,0,0,0,0.96774,0.032258,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,19.534,76.774,3.6924,0,0,0,0,0,0,0,0,22.709,75.662,1.6296,0,0,0,0,0,0,0.96154,0.038462,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,22.064,75.974,1.9616,0,0,0,0,0,0,0,0,15.628,76.574,7.7979,0,0,0,0,0,0.018519,0.98148,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20.79,72.516,6.6935,0,0,0,0,0,0,0,0,28.349,67.652,3.9996,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,9.4836,79.31,11.207,0,0,0,0,0,0,0,0,18.368,81.632,0,0,0,0,0,0,0,0.97727,0.022727,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,12.464,81.194,6.3412,0,0,0,0,0,0,0,0,17.984,79.295,2.7206,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,99.55,0,0,0,0.4504,0,0,0,0,0,11.34,78.891,9.7683,0,0,0,0,0,0,0,0,22.953,76.597,0,0,0.4504,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,99.276,0,0,0,0.724,0,0,0,0,0,8.297,79.624,11.355,0.724,0,0,0,0,0,0,0,21.388,77.164,0.724,0.724,0,0,0,0,0,0.95082,0.04918,0,0,0,1,0,0,0,0,1,0,0,0
0,0.52681,0,0,0.52681,95.767,0,0,0,3.1789,0,0,0,0.52681,0.52681,6.6386,84.025,6.6396,1.6433,0,0,0,0,0,0,0.52681,12.174,82.477,1.1165,2.1701,1.5356,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,19.035,73.363,5.7176,1.8842,0,0,0,0,0,0,0,9.3888,71.307,16.058,3.2458,0,0,0,0,0,0.037037,0.2963,0.66667,0,0,1,0,0,0,0,1,0,0,0
